CONF,G,W,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,YearOffenseRank,YearDefenseRank,Made_Tournament
3,32,26,0.6428,52.7,51.1,17.8,19.5,27.3,25.4,35.9,36.8,51.2,50.6,36.8,34.5,68.4,-1.4,149,97,1
10,33,27,0.6126,54.1,50.1,17.0,18.5,26.3,26.1,34.4,29.2,54.8,49.3,34.8,34.6,64.4,-1.5,69,205,1
2,33,23,0.6873,54.8,51.0,14.3,16.6,19.2,22.3,28.1,26.9,55.4,50.1,36.0,35.1,64.5,-3.8,78,141,1
24,34,26,0.6607,58.2,52.2,15.0,17.6,25.0,24.5,27.3,20.2,56.9,51.5,40.5,35.6,67.5,-3.7,41,215,1
9,33,27,0.4657,53.6,48.3,20.1,17.8,25.7,29.1,40.9,26.8,51.1,49.5,38.6,30.6,68.2,-1.9,214,163,1
15,30,23,0.7083,52.2,48.4,16.5,14.7,28.1,22.6,30.4,28.1,53.3,48.1,33.7,32.7,67.0,-3.2,88,110,1
21,35,21,0.2909,51.3,54.7,16.3,21.1,30.9,29.3,28.0,33.9,51.1,55.8,34.3,35.3,68.6,-12.2,136,351,1
14,33,22,0.5349,49.1,51.3,17.3,23.3,31.6,33.0,26.9,30.5,47.4,49.3,34.3,36.4,61.9,-6.7,205,117,1
18,32,22,0.4031,51.8,50.9,22.8,20.6,33.7,31.9,32.2,33.9,49.8,51.1,36.9,33.8,69.0,-7.3,204,221,1
29,31,24,0.4566,50.5,52.6,17.7,20.4,32.8,27.8,34.8,38.2,48.3,54.1,36.4,33.8,68.9,-6.0,144,247,1
28,33,14,0.2394,46.1,49.6,20.3,18.5,29.2,27.5,34.3,38.8,47.7,48.9,28.0,33.9,69.2,-13.5,331,199,0
22,34,19,0.2823,50.1,51.3,17.3,19.0,25.0,28.3,38.2,44.1,50.3,50.7,33.2,35.0,72.0,-11.7,275,259,0
21,27,3,0.0328,45.6,55.1,22.7,16.7,24.7,30.3,31.7,32.1,44.8,54.6,32.0,37.4,72.5,-21.3,363,359,0
23,32,3,0.2897,43.7,51.6,20.1,16.0,25.3,30.4,31.5,32.6,43.2,52.5,29.8,33.4,63.3,-16.7,327,165,0
14,32,3,0.0669,46.0,54.8,21.1,16.1,21.7,32.4,31.5,31.6,46.6,56.1,30.1,35.0,65.1,-23.1,358,346,0
1,32,4,0.2915,48.0,54.1,22.3,15.2,28.2,30.1,32.9,30.6,47.3,54.9,32.9,35.2,66.5,-16.8,235,287,0
33,25,5,0.0418,47.7,55.4,22.7,17.6,25.2,33.5,24.1,27.7,47.4,53.8,32.0,38.7,65.4,-20.0,361,361,0
4,30,5,0.2321,47.9,53.6,19.1,17.0,24.9,33.0,26.7,27.8,48.6,57.9,31.3,31.3,68.0,-15.8,289,284,0
18,30,5,0.136,46.9,57.7,20.9,21.0,34.2,34.5,29.2,43.5,47.3,56.8,30.8,39.5,71.7,-20.1,303,351,0
9,30,5,0.1403,47.3,54.0,20.8,18.4,29.9,29.5,36.5,39.1,47.3,52.0,31.5,38.5,64.4,-22.4,347,277,0
19,32,5,0.1124,45.1,55.8,17.6,18.9,20.7,25.5,29.4,30.1,43.4,54.8,32.2,38.1,69.5,-20.5,359,268,0
28,32,5,0.0951,45.4,53.3,23.4,19.5,28.7,32.4,38.0,39.8,42.8,53.0,34.9,35.8,67.1,-20.4,353,322,0
14,30,5,0.0826,49.7,55.0,23.2,16.7,29.0,31.9,32.2,36.0,51.7,54.6,29.8,37.2,67.0,-22.5,329,362,0
18,27,6,0.0913,45.7,54.4,23.5,19.0,30.1,29.4,29.3,37.0,45.1,50.6,31.4,39.5,67.5,-17.5,356,318,0
15,27,7,0.1444,45.5,52.0,19.9,17.6,25.3,30.9,28.1,28.8,45.4,53.2,30.4,33.1,69.7,-16.5,339,299,0
28,27,7,0.0931,45.0,51.1,24.0,18.0,27.6,33.6,31.4,44.6,43.2,51.8,32.1,33.2,64.9,-16.3,362,275,0
2,29,7,0.1867,48.3,52.3,16.0,14.9,23.4,29.1,28.2,27.9,46.1,53.2,35.2,34.0,66.2,-18.4,307,311,0
7,32,7,0.4327,47.1,53.6,17.5,15.9,28.9,30.0,29.1,24.5,47.5,50.5,30.9,38.9,68.7,-12.4,184,213,0
10,30,7,0.1686,44.1,50.4,19.6,18.0,27.3,30.5,36.6,39.0,42.8,49.6,31.2,34.6,65.1,-19.2,334,275,0
26,29,7,0.1017,47.8,56.9,19.3,14.6,28.9,27.3,21.0,28.1,45.0,57.7,34.2,37.4,66.7,-20.1,309,360,0
11,33,7,0.115,43.8,54.4,21.1,21.0,30.3,32.9,33.1,38.8,44.0,53.4,28.8,37.0,68.3,-19.0,354,291,0
17,30,8,0.1976,49.2,55.6,16.9,17.1,25.1,32.8,32.2,35.0,50.3,58.7,31.4,34.1,69.2,-17.0,252,342,0
17,28,8,0.1611,48.8,54.8,19.1,14.4,33.0,27.6,27.8,33.1,49.3,54.4,32.1,37.0,65.5,-17.0,249,358,0
2,29,8,0.1226,47.3,55.3,19.2,16.6,27.8,26.7,31.0,36.8,46.6,56.5,32.2,35.3,67.3,-17.5,307,357,0
28,30,8,0.0999,42.3,49.7,18.7,17.7,31.7,34.4,31.2,34.6,40.4,48.9,30.8,34.2,66.3,-17.2,355,312,0
11,30,8,0.1962,47.8,52.1,18.4,17.1,24.9,30.6,27.5,29.0,50.5,51.4,29.2,35.2,66.0,-19.0,305,303,0
11,31,8,0.1179,45.1,53.9,16.0,15.7,26.5,30.3,32.1,35.3,43.4,52.2,32.1,37.9,68.7,-18.6,317,355,0
10,31,8,0.24,45.8,50.4,20.9,18.6,24.5,24.5,31.0,42.3,46.7,49.3,29.3,34.9,63.9,-18.5,346,156,0
31,21,9,0.4264,50.2,53.7,18.3,19.1,27.0,26.5,34.7,37.0,48.8,52.5,35.1,36.8,69.0,-8.9,179,225,0
20,30,9,0.536,51.6,53.4,18.2,16.4,24.2,25.3,33.4,28.9,51.3,52.6,34.7,36.4,65.5,-11.7,127,198,0
32,29,9,0.4555,52.0,52.5,18.3,16.6,25.9,30.5,26.8,32.6,51.6,51.6,35.1,36.2,72.1,-13.0,166,208,0
5,31,9,0.426,49.0,50.5,19.6,14.8,25.0,30.8,30.8,24.8,49.2,49.1,32.5,35.9,65.6,-9.8,214,192,0
0,31,9,0.3421,44.2,49.1,20.4,17.2,31.6,29.5,37.0,31.7,43.6,49.6,30.4,32.1,67.1,-15.9,311,145,0
3,30,9,0.1716,47.1,54.7,18.1,16.7,27.9,30.5,24.3,28.9,46.8,54.8,31.6,36.3,72.2,-15.9,303,329,0
3,28,9,0.1614,46.3,54.7,17.4,19.5,26.0,31.9,26.1,37.0,46.0,56.4,31.2,34.4,64.7,-16.0,329,308,0
22,29,9,0.1131,48.0,52.2,19.2,19.7,25.3,32.2,32.4,32.5,47.7,52.4,32.6,34.6,67.9,-18.0,349,318,0
29,28,9,0.0955,47.6,53.0,21.2,17.1,31.9,33.5,32.2,30.8,47.5,54.5,31.9,34.1,65.7,-18.5,341,348,0
1,32,9,0.4299,49.3,53.1,17.6,17.1,25.9,31.5,30.4,30.9,49.2,50.8,33.0,37.6,68.7,-11.9,170,231,0
30,31,9,0.1847,48.5,53.2,18.5,15.8,24.2,28.9,29.6,33.4,47.7,52.0,33.7,36.5,67.8,-16.0,288,331,0
18,32,9,0.1377,51.0,53.2,20.1,18.5,18.6,35.7,37.2,34.2,51.4,55.0,33.7,33.8,71.8,-16.4,300,351,0
15,26,10,0.3011,50.0,51.3,20.2,16.5,23.5,26.2,29.1,31.7,50.8,51.6,32.6,34.0,68.6,-12.9,278,233,0
10,28,10,0.3615,49.6,51.8,17.9,16.5,23.2,29.3,26.1,27.9,49.6,49.7,33.0,37.1,65.9,-14.3,197,263,0
16,29,10,0.3348,48.6,52.8,17.5,18.7,28.4,29.9,24.9,27.7,47.4,52.0,33.6,36.4,67.5,-15.0,238,247,0
11,30,10,0.2281,47.9,50.1,21.3,14.5,31.7,26.9,27.7,31.7,46.8,49.2,33.2,34.9,66.8,-14.4,313,261,0
0,31,10,0.3745,52.9,51.6,22.1,17.9,24.5,28.5,31.1,37.5,54.8,51.7,33.4,34.4,66.0,-13.9,224,221,0
25,28,10,0.2376,45.6,50.7,19.5,17.5,30.1,29.5,33.5,35.4,46.5,48.6,29.0,36.5,66.8,-15.7,311,247,0
9,29,10,0.23,50.3,54.3,18.1,16.7,32.2,31.0,27.4,36.6,49.7,54.3,34.1,36.2,65.5,-16.1,179,354,0
28,27,10,0.1858,45.2,51.4,21.6,21.4,26.6,29.0,33.8,43.2,44.0,51.1,31.1,34.5,69.6,-15.4,341,237,0
22,29,10,0.1728,49.2,56.1,18.0,19.2,29.3,30.4,31.9,37.0,49.4,54.1,32.5,39.5,70.8,-16.7,243,355,0
17,29,10,0.1355,46.5,51.9,22.9,19.2,30.5,32.5,36.9,41.0,47.4,50.9,30.0,35.6,67.2,-15.3,352,263,0
4,32,10,0.5206,47.4,51.8,18.0,18.7,28.1,30.5,33.0,32.8,47.8,51.4,31.1,34.9,69.3,-10.5,191,141,0
12,30,10,0.3075,47.4,52.5,19.5,15.4,28.5,31.2,37.4,30.6,45.3,51.9,33.8,35.6,69.0,-14.0,220,291,0
8,30,10,0.2143,52.0,54.3,17.2,16.1,19.6,27.8,35.8,31.6,54.2,52.6,32.0,38.7,65.8,-17.6,246,334,0
26,31,10,0.1544,49.3,52.4,18.2,16.9,20.8,31.7,28.9,33.9,49.6,53.5,32.5,33.9,67.1,-16.2,321,322,0
24,30,10,0.133,48.5,51.8,17.5,17.4,21.5,30.1,25.5,27.8,46.5,53.9,35.3,31.9,68.9,-18.2,345,299,0
21,32,10,0.1322,48.1,51.3,17.9,16.4,28.5,28.2,23.3,26.5,47.5,50.2,32.7,35.4,64.3,-18.5,321,343,0
29,29,10,0.1142,51.4,57.5,21.1,16.7,28.0,31.6,40.6,33.3,49.5,57.9,36.1,37.8,70.6,-17.9,249,363,0
7,33,10,0.5658,49.7,51.6,18.2,17.7,25.8,34.1,27.6,35.7,46.3,51.1,36.8,35.0,68.7,-8.8,127,180,0
20,30,11,0.5827,49.3,51.2,18.1,19.7,24.9,28.2,24.3,32.1,51.1,48.3,31.1,37.3,64.0,-10.2,191,94,0
32,29,11,0.4022,51.1,58.2,16.0,17.3,27.9,29.7,30.9,33.4,50.4,55.9,34.8,41.0,68.6,-12.1,91,334,0
17,29,11,0.266,50.5,54.1,17.5,16.3,29.8,28.0,32.5,33.6,50.4,53.8,33.8,36.4,69.5,-15.3,214,322,0
25,28,11,0.2411,47.5,53.1,17.8,15.5,30.3,30.7,28.9,29.3,48.4,51.3,30.6,36.7,67.9,-14.8,191,345,0
33,27,11,0.2198,48.8,53.3,21.3,16.7,33.5,33.2,31.9,35.9,48.4,53.1,32.9,35.7,64.8,-12.9,232,338,0
1,32,11,0.5743,52.0,52.1,13.4,13.6,19.6,26.5,23.3,26.5,50.6,52.4,35.8,34.3,64.7,-11.6,98,208,0
27,32,11,0.4086,46.9,52.6,19.9,15.9,32.7,32.5,26.8,29.4,45.8,53.7,32.3,33.8,64.2,-9.7,197,217,0
23,31,11,0.4038,46.5,49.6,20.8,18.2,25.3,30.6,33.9,33.9,45.7,49.1,31.9,33.7,63.5,-9.3,289,131,0
31,29,11,0.3683,45.9,51.9,21.1,20.1,32.7,30.8,29.7,39.5,44.9,49.6,31.9,37.1,65.7,-13.4,275,176,0
8,30,11,0.3298,50.8,51.4,17.2,17.8,24.6,27.2,28.9,35.5,51.3,52.6,33.3,32.5,65.1,-15.5,238,254,0
25,29,11,0.2741,45.2,51.7,18.7,17.6,27.3,29.9,30.0,28.6,41.6,50.3,34.2,36.0,66.0,-13.8,315,201,0
19,31,11,0.2436,49.0,51.5,18.1,15.6,22.5,24.5,27.9,31.8,51.9,51.6,29.2,34.3,67.9,-15.0,313,237,0
19,32,11,0.2371,50.2,51.8,21.8,16.7,28.2,26.7,31.3,34.0,50.0,52.6,33.6,33.7,64.9,-16.0,282,291,0
30,30,11,0.1612,43.4,50.1,19.9,17.3,35.9,29.4,33.3,39.4,44.7,48.9,27.3,34.6,63.8,-15.4,343,267,0
22,29,11,0.13,48.8,52.4,19.5,17.8,23.0,31.0,28.3,31.1,45.7,52.0,36.2,35.2,67.0,-16.6,333,333,0
10,31,11,0.2331,44.6,51.1,19.8,20.5,27.2,28.4,29.4,43.6,43.7,50.2,31.5,34.9,62.9,-15.9,341,180,0
11,31,11,0.1525,47.5,50.3,19.6,14.0,21.9,27.4,29.4,26.2,48.1,50.0,31.1,33.8,63.8,-16.1,336,297,0
24,34,11,0.2879,48.7,50.8,17.9,18.2,23.8,25.3,24.5,29.4,48.4,50.6,32.7,34.1,62.9,-16.6,334,138,0
29,33,11,0.1674,49.0,55.0,21.6,18.4,33.3,30.9,29.2,34.9,49.2,52.1,32.4,39.7,66.1,-16.7,291,336,0
16,29,12,0.2013,49.2,51.3,19.8,20.5,26.6,34.2,31.5,30.5,49.1,49.1,32.9,36.8,66.9,-13.6,321,271,0
8,29,12,0.3638,49.6,55.0,16.8,21.3,24.0,31.4,34.8,46.6,49.7,55.0,33.0,36.8,72.3,-12.9,210,251,0
30,29,12,0.2226,50.1,52.7,17.3,14.4,24.9,27.1,28.1,31.8,45.5,51.8,37.9,36.1,65.8,-13.9,226,341,0
29,28,12,0.158,48.5,54.4,20.0,20.5,26.3,33.2,33.3,32.7,47.3,53.9,34.1,36.8,66.8,-15.5,325,318,0
8,31,12,0.3693,52.4,53.1,17.5,14.0,24.3,27.0,31.4,31.7,51.0,54.5,36.4,33.4,69.5,-12.9,144,314,0
26,30,12,0.3197,50.5,50.8,19.5,17.5,29.9,28.9,31.2,26.9,51.8,51.8,32.1,32.9,65.8,-15.3,257,237,0
17,29,12,0.2801,52.0,53.8,19.6,17.8,26.6,32.6,32.1,37.1,53.8,54.1,32.9,35.4,66.7,-14.4,218,314,0
19,31,12,0.2578,48.7,51.2,18.3,19.6,22.7,30.3,34.1,33.0,47.9,51.1,33.2,34.3,68.9,-14.2,297,247,0
24,31,12,0.2458,51.3,51.2,20.2,15.4,25.4,25.0,26.9,27.7,51.1,49.4,34.5,36.4,66.6,-16.1,286,275,0
29,30,12,0.1783,52.7,54.1,23.6,20.2,29.8,32.7,36.5,39.9,51.1,54.1,37.9,36.2,71.0,-15.7,299,326,0
28,30,12,0.118,46.6,52.7,18.3,19.3,26.9,34.7,32.1,35.2,43.1,52.1,35.8,35.8,68.7,-15.8,325,348,0
27,33,12,0.6459,47.5,49.5,18.3,18.0,33.3,29.9,29.2,30.3,48.6,48.9,30.3,33.8,66.0,-8.5,134,107,0
8,33,12,0.4093,50.5,55.3,15.9,17.2,26.9,25.7,27.4,38.7,48.6,55.7,35.7,36.5,66.7,-15.1,125,303,0
3,26,13,0.3819,50.6,49.8,19.1,14.3,23.9,25.7,22.8,27.0,51.0,51.4,33.3,32.1,60.9,-10.2,266,176,0
31,26,13,0.4435,49.2,56.5,17.3,23.3,25.5,28.6,32.3,45.6,48.1,56.2,34.3,38.1,69.0,-10.2,163,229,0
2,28,13,0.2534,51.1,53.4,18.7,20.3,22.9,30.0,23.0,28.7,51.5,54.4,33.5,34.6,65.6,-11.8,300,247,0
3,28,13,0.3716,50.5,52.5,20.2,16.5,29.4,24.1,31.8,29.5,47.9,52.7,36.0,34.9,65.3,-11.6,228,217,0
16,30,13,0.2852,46.0,49.3,18.2,17.8,28.6,29.5,37.9,28.1,47.8,51.7,28.6,29.3,64.9,-13.1,297,217,0
2,29,13,0.2209,49.5,50.5,19.4,15.1,28.7,27.3,28.2,35.4,50.0,50.8,32.4,33.2,65.9,-13.3,295,291,0
21,29,13,0.1775,51.9,51.9,18.3,14.7,25.3,28.9,32.8,29.9,50.4,52.7,36.4,33.7,68.3,-14.3,243,353,0
17,30,13,0.3307,52.2,50.7,20.3,18.6,25.0,32.8,34.3,35.8,52.1,51.7,34.9,32.7,68.9,-12.4,269,213,0
28,30,13,0.2739,44.8,48.2,19.6,21.2,31.7,28.7,33.0,41.8,44.0,47.3,30.9,33.3,67.5,-13.9,344,132,0
14,31,13,0.2621,49.2,54.8,15.1,18.7,24.2,32.7,31.6,22.5,51.3,53.9,30.6,37.5,68.4,-12.9,218,326,0
11,29,13,0.18,47.4,50.6,17.5,15.7,24.6,30.2,30.0,28.5,46.2,51.0,32.9,33.2,69.9,-13.3,315,308,0
16,32,13,0.3116,48.6,48.9,20.8,17.9,27.8,29.9,26.0,29.2,45.8,48.0,36.0,33.7,65.7,-14.4,306,183,0
30,31,13,0.2762,51.0,53.5,16.7,15.5,25.7,27.4,27.3,28.0,50.6,53.0,34.4,36.4,66.9,-14.6,201,326,0
16,33,13,0.2752,47.9,47.9,18.1,16.8,25.9,28.9,28.9,28.4,46.9,45.1,32.8,35.0,65.4,-15.9,309,208,0
25,30,13,0.2535,47.6,50.3,18.1,16.6,28.8,28.0,35.1,34.8,45.5,48.0,34.6,36.4,63.1,-14.6,278,279,0
11,31,13,0.2002,49.4,53.9,18.8,17.0,27.4,29.9,29.2,27.4,46.3,54.3,36.3,35.5,65.0,-14.4,280,320,0
29,32,13,0.1968,52.4,52.8,18.9,17.7,26.5,29.9,28.3,37.9,56.2,53.1,31.9,34.8,65.4,-15.4,263,336,0
24,31,13,0.1952,51.3,55.5,20.4,20.2,26.6,28.7,28.2,29.8,50.0,55.3,35.6,37.1,65.8,-15.4,286,322,0
15,27,14,0.5129,50.7,51.2,19.0,19.7,23.4,23.7,29.8,26.9,49.8,50.4,34.7,35.0,69.3,-7.2,260,89,0
15,26,14,0.477,49.5,48.8,19.8,18.4,30.3,24.3,31.2,25.0,52.1,50.0,30.0,31.2,65.9,-8.5,273,97,0
18,26,14,0.1814,47.1,50.8,22.0,23.8,30.2,37.3,30.9,42.9,44.4,52.4,35.5,31.8,70.3,-10.9,350,203,0
21,28,14,0.1084,45.9,50.5,21.1,19.6,30.9,31.8,31.1,31.6,41.6,47.1,36.5,39.7,65.7,-13.0,356,284,0
3,29,14,0.3785,53.3,52.4,17.3,14.0,26.2,32.9,28.4,23.5,52.1,52.1,36.4,35.5,67.9,-10.2,102,338,0
9,29,14,0.2379,50.2,50.7,19.6,16.3,30.8,32.0,38.7,35.3,51.4,52.0,32.3,32.5,71.4,-12.9,271,303,0
21,30,14,0.1809,50.9,50.2,19.7,19.8,19.1,31.4,32.2,27.3,49.9,49.0,34.8,34.6,66.6,-12.6,337,254,0
7,32,14,0.613,49.5,50.1,17.6,18.6,20.0,30.3,25.9,22.6,49.7,51.0,32.7,32.1,65.6,-4.4,246,46,0
20,32,14,0.5665,54.2,49.3,19.0,17.1,22.3,28.6,31.2,35.2,54.8,51.9,35.6,29.3,63.0,-9.4,152,149,0
4,32,14,0.5608,50.8,49.8,19.6,18.7,33.0,27.8,30.7,37.1,51.0,48.2,33.6,34.9,68.2,-9.2,154,152,0
12,30,14,0.5111,48.6,51.1,22.9,22.9,33.3,29.7,38.8,37.3,50.7,51.8,29.1,33.2,66.7,-10.0,269,82,0
0,32,14,0.4574,49.2,48.6,18.8,19.4,27.5,29.2,29.5,40.9,47.5,52.1,34.8,28.7,65.5,-11.8,260,123,0
12,30,14,0.4418,52.1,52.1,20.6,22.8,25.5,36.7,28.7,30.6,53.8,50.4,32.8,36.5,69.9,-10.4,201,192,0
19,31,14,0.3957,51.3,53.8,17.7,18.2,22.6,22.4,31.1,26.5,51.7,53.6,33.7,36.0,67.3,-11.8,207,225,0
8,30,14,0.3093,50.8,52.2,20.8,14.5,32.9,24.0,27.5,25.8,50.0,51.6,34.9,35.7,62.2,-11.7,230,271,0
16,31,14,0.2107,43.9,49.5,19.5,19.7,36.4,30.6,28.4,51.4,44.1,48.4,29.0,34.3,63.0,-13.2,325,259,0
26,31,14,0.403,48.9,48.8,18.2,17.4,30.4,27.6,28.6,35.9,48.8,48.4,32.7,33.0,64.4,-14.0,283,134,0
23,33,14,0.7722,52.4,51.5,18.9,18.3,31.2,26.4,29.4,28.6,51.1,50.4,36.3,35.4,65.7,-6.2,25,149,0
31,30,14,0.5748,53.2,53.8,21.4,20.0,28.7,26.8,44.8,35.0,50.9,53.3,37.6,36.5,68.6,-11.0,112,192,0
27,33,14,0.5459,47.3,51.8,18.4,17.5,31.7,28.8,33.7,30.3,46.2,52.1,32.7,34.3,65.8,-7.3,141,176,0
32,31,14,0.5398,53.8,54.5,18.0,16.9,24.1,30.2,43.3,27.7,51.8,53.2,37.4,37.4,69.2,-9.3,78,265,0
14,32,14,0.3964,51.4,53.6,17.6,17.1,35.8,29.7,27.2,28.9,46.4,52.6,38.7,36.8,67.0,-13.0,86,340,0
28,33,14,0.2139,47.5,52.5,22.0,19.1,32.9,29.1,32.9,34.0,47.1,52.1,32.1,35.4,68.0,-12.2,295,296,0
21,26,15,0.2117,44.9,49.1,19.1,20.9,34.4,24.8,25.2,47.0,44.7,50.2,30.2,31.5,62.1,-10.3,347,180,0
2,28,15,0.2597,45.8,49.1,15.0,16.2,26.0,27.4,29.6,30.2,42.8,50.0,33.4,31.5,64.0,-10.6,319,208,0
9,29,15,0.424,50.7,49.1,19.5,20.3,28.5,25.1,34.8,39.6,51.5,47.4,32.8,34.7,66.1,-11.4,293,107,0
0,31,15,0.4053,46.4,50.2,20.2,19.2,34.5,27.9,32.2,32.4,45.2,50.5,32.8,33.1,70.5,-9.3,278,145,0
6,32,15,0.8172,52.4,48.0,20.0,15.5,23.7,27.2,30.1,30.1,52.2,48.5,35.1,31.2,65.0,-1.7,81,43,0
17,30,15,0.4533,49.5,52.5,19.2,18.3,32.2,29.1,32.1,36.4,50.9,52.3,31.2,35.3,72.2,-9.4,194,188,0
9,30,15,0.3279,55.1,54.8,20.6,17.4,25.9,34.2,41.6,31.0,53.8,55.5,37.9,35.8,66.8,-11.3,117,347,0
31,28,15,0.301,51.2,52.0,22.2,16.9,29.0,29.5,45.9,38.9,51.7,51.9,33.5,34.8,72.5,-10.4,214,299,0
30,30,15,0.2676,52.3,51.7,21.4,15.6,29.8,27.4,39.4,27.7,53.4,52.2,32.9,33.9,68.5,-13.0,266,279,0
24,31,15,0.2393,47.0,50.5,17.8,18.3,28.7,24.6,29.0,36.5,45.9,50.3,32.4,33.8,65.4,-12.4,323,229,0
28,30,15,0.2282,48.5,51.4,20.5,23.0,24.4,28.6,34.5,42.9,48.0,51.6,32.8,34.0,70.9,-11.4,337,195,0
20,32,15,0.6629,54.8,52.2,16.7,17.9,19.6,27.1,29.8,29.6,55.8,51.0,35.5,35.8,66.2,-6.7,58,186,0
1,31,15,0.5687,48.5,50.1,15.6,15.9,27.5,29.9,23.5,30.8,47.4,52.0,33.4,31.0,66.5,-8.1,159,134,0
0,33,15,0.5103,51.2,49.6,17.1,17.1,21.0,25.4,33.0,26.2,52.4,49.7,33.0,32.9,65.2,-10.7,218,129,0
32,31,15,0.5035,52.6,54.0,16.2,17.9,22.9,31.2,33.1,36.4,49.6,55.1,38.3,34.9,69.6,-10.2,119,237,0
12,30,15,0.4982,50.9,54.0,19.9,21.3,30.1,28.1,28.4,38.5,50.3,51.1,34.5,38.5,66.5,-9.3,163,186,0
3,30,15,0.3125,51.7,54.7,18.2,17.7,20.6,28.1,25.4,31.8,53.9,55.0,32.6,36.3,61.9,-10.2,223,279,0
28,30,15,0.2121,48.6,49.4,21.4,21.4,29.5,33.9,35.9,41.8,46.9,48.5,34.7,33.8,68.3,-14.1,327,247,0
0,34,15,0.4086,48.5,51.0,18.1,17.9,30.5,30.5,28.3,31.6,46.9,50.6,34.2,34.5,67.7,-11.6,188,232,0
16,29,16,0.3931,49.5,50.3,17.8,16.5,33.8,28.3,29.3,38.6,49.4,47.5,33.3,36.2,65.0,-9.4,161,268,0
24,28,16,0.2499,49.8,50.3,17.4,16.6,18.8,26.7,31.1,28.5,48.4,50.9,35.0,32.8,69.4,-10.0,318,225,0
30,27,16,0.2252,50.1,53.4,15.1,16.4,26.9,26.7,31.4,27.4,51.8,54.6,31.5,33.9,66.6,-10.2,252,326,0
16,30,16,0.3074,50.3,49.8,18.5,16.9,26.5,28.6,30.0,33.5,50.1,48.0,33.8,36.0,62.9,-10.1,254,256,0
29,27,16,0.27,50.3,52.5,18.5,23.7,29.3,33.7,27.6,47.6,50.5,51.4,33.3,36.2,70.4,-9.7,293,241,0
6,32,16,0.8134,52.3,48.9,19.9,19.9,32.1,30.1,34.8,28.4,52.6,49.1,34.5,32.4,67.3,-2.5,63,53,0
5,32,16,0.703,51.7,49.9,18.6,17.7,24.7,28.3,28.2,21.9,53.4,49.0,32.6,34.1,66.8,-2.1,138,73,0
4,32,16,0.67,49.7,48.7,19.8,16.5,28.7,29.0,34.6,31.5,49.9,47.9,33.0,33.6,65.9,-5.6,116,112,0
23,32,16,0.6549,48.8,47.1,19.9,18.4,26.4,34.6,31.7,25.4,50.0,48.6,31.3,29.7,69.1,-3.8,174,71,0
0,31,16,0.5867,50.1,50.8,16.2,17.3,24.9,27.8,32.8,26.7,51.3,51.5,31.9,33.0,65.2,-8.4,123,168,0
25,29,16,0.532,48.7,47.9,16.3,17.1,24.5,28.8,29.3,24.8,48.3,46.5,32.9,33.4,65.0,-10.1,232,94,0
27,32,16,0.5201,47.1,49.8,19.3,16.8,30.5,30.5,40.5,28.9,46.8,51.0,31.7,31.9,67.6,-5.5,188,143,0
0,31,16,0.449,53.0,52.0,17.6,15.5,26.5,29.7,34.5,27.7,56.0,51.7,32.1,34.9,68.7,-10.3,91,314,0
9,30,16,0.3287,50.7,50.1,19.2,20.5,24.6,32.2,31.4,42.8,51.3,49.3,33.0,34.2,67.7,-9.8,293,183,0
27,33,16,0.7467,49.4,46.3,16.1,17.8,23.8,30.7,34.5,29.2,50.7,45.8,31.4,31.6,69.4,-2.9,147,42,0
1,33,16,0.5223,48.7,51.5,18.3,18.3,27.6,28.3,27.3,27.6,49.2,49.1,31.9,36.8,66.5,-6.6,207,127,0
0,33,16,0.4828,50.2,50.5,18.2,18.9,28.9,30.7,34.2,32.8,50.9,50.1,32.9,34.1,69.1,-10.0,174,183,0
4,33,16,0.4566,47.1,49.2,19.2,17.4,33.0,28.9,37.1,33.1,46.9,49.2,31.6,32.9,67.4,-8.0,226,156,0
30,31,16,0.365,51.7,50.8,16.9,12.4,24.4,22.6,32.2,27.1,52.2,50.6,33.9,34.2,68.0,-10.6,214,243,0
14,31,16,0.341,49.2,49.6,19.5,19.1,29.7,28.5,26.9,31.1,50.4,47.4,31.4,36.2,66.1,-12.1,303,163,0
22,30,16,0.2588,51.4,51.7,17.8,18.0,23.8,30.2,29.9,25.8,48.1,52.1,37.3,34.0,66.2,-12.8,243,303,0
22,30,16,0.2337,50.2,51.7,18.2,16.6,32.1,25.9,33.5,39.8,47.1,51.0,36.3,35.1,69.2,-12.6,238,330,0
21,32,16,0.1549,48.4,50.2,18.8,19.4,28.8,30.8,27.6,26.5,49.8,49.7,30.6,34.1,69.8,-13.6,331,308,0
9,32,16,0.3892,52.7,52.5,18.1,18.4,24.4,27.8,38.0,32.1,54.7,53.2,32.9,34.4,64.1,-13.3,161,271,0
5,35,16,0.8322,52.0,48.9,16.1,15.9,31.5,28.6,26.6,28.1,50.6,49.3,36.8,32.1,66.0,-3.1,17,105,0
25,32,16,0.454,48.2,50.9,17.9,18.6,31.6,28.5,32.5,41.7,48.6,49.0,31.4,36.4,63.5,-12.1,161,217,0
15,26,17,0.5099,54.8,55.7,16.7,21.9,28.8,29.0,28.5,30.9,57.5,56.6,34.5,36.2,71.0,-5.4,74,287,0
15,29,17,0.6313,53.3,49.3,18.9,14.9,30.1,27.9,29.5,31.2,52.7,49.1,36.2,33.0,66.9,-6.0,72,192,0
