CONF,G,W,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,YearOffenseRank,YearDefenseRank,Made_Tournament
25,31,19,0.4829,47.6,48.5,20.2,18.9,34.3,28.1,41.9,43.1,45.8,46.8,33.5,35.0,66.0,-5.4,238,117,0
11,30,19,0.5198,56.2,52.2,16.1,15.8,24.3,30.8,39.6,29.3,53.0,50.5,40.4,37.1,65.1,-5.3,46,307,0
9,30,17,0.3487,50.9,52.5,18.6,19.9,28.9,30.0,41.0,45.1,46.2,51.5,39.3,36.4,66.2,-8.2,198,251,0
14,34,19,0.5647,51.2,48.6,20.3,23.6,23.5,29.0,43.0,45.0,49.3,48.2,36.5,33.0,65.2,-8.1,269,53,0
20,31,16,0.6368,52.7,46.2,16.9,16.6,18.1,31.6,45.6,32.8,53.0,45.6,34.9,31.6,61.1,-5.7,170,88,0
15,32,18,0.503,46.2,50.2,19.7,18.6,34.0,25.3,50.5,41.0,45.6,47.9,31.7,36.3,65.2,-6.0,224,110,0
14,29,12,0.4626,52.2,52.2,16.1,18.6,25.0,30.5,40.0,41.2,52.3,51.7,34.7,35.5,68.0,-10.3,128,243,0
28,28,0,0.005,41.1,52.2,26.8,14.8,28.5,39.1,24.9,34.9,38.4,49.9,31.2,37.8,64.7,-24.3,347,347,0
32,29,13,0.5798,52.7,49.8,18.1,17.4,23.9,29.8,34.6,32.4,48.0,49.2,40.1,34.1,66.8,-7.9,99,199,0
9,29,13,0.3616,48.6,49.5,20.6,20.7,33.0,33.2,38.1,33.2,48.5,49.4,32.6,33.1,69.5,-10.8,207,237,0
26,29,13,0.2822,49.6,51.4,19.4,18.8,30.3,30.3,37.9,35.2,47.2,52.5,36.5,32.7,68.0,-11.7,226,265,0
0,30,13,0.665,46.6,47.4,23.4,21.3,38.2,30.8,40.4,32.7,47.7,44.6,27.9,36.0,68.0,-7.3,207,44,0
19,30,13,0.484,48.0,53.1,19.4,24.2,31.7,31.9,34.1,42.5,48.1,51.8,31.8,36.9,63.1,-8.3,180,167,0
21,30,13,0.2868,48.6,51.7,17.5,18.9,27.4,35.4,30.1,29.3,46.6,49.9,35.2,36.6,70.7,-11.7,179,307,0
23,31,13,0.6894,48.7,46.9,20.0,16.9,27.5,31.8,31.1,30.6,46.6,44.8,35.5,33.9,62.2,-6.7,117,108,0
1,31,13,0.6571,47.2,46.8,18.4,20.4,32.0,31.8,33.1,32.9,47.1,44.4,31.7,34.8,62.3,-7.7,200,49,0
1,31,13,0.5916,48.5,50.8,20.7,20.5,27.7,30.8,43.7,35.5,47.1,49.5,34.5,35.9,69.2,-7.5,195,94,0
11,31,13,0.5003,46.7,48.7,18.9,18.8,33.3,26.0,33.5,43.4,44.9,47.5,33.5,34.2,61.9,-11.9,184,158,0
17,31,13,0.3657,43.8,46.5,23.1,22.8,33.9,37.2,30.5,37.6,41.5,48.0,33.0,29.7,61.1,-11.6,305,96,0
25,31,13,0.3202,47.5,45.8,22.6,17.1,32.9,34.3,35.5,36.4,45.1,46.0,35.3,30.2,65.5,-12.3,224,244,0
22,31,13,0.3157,47.9,52.5,24.7,23.2,39.5,30.2,39.0,59.4,48.5,51.8,31.2,36.0,69.7,-11.9,230,241,0
18,31,13,0.161,45.7,48.8,22.2,20.9,32.6,37.5,33.3,32.2,46.5,48.4,29.6,33.2,61.0,-12.8,288,304,0
23,32,13,0.7114,49.6,49.6,19.1,19.4,31.6,28.2,34.1,31.7,47.9,47.9,34.7,34.8,62.2,-8.2,81,129,0
5,32,13,0.6392,47.5,48.2,17.3,19.0,25.9,36.0,33.9,37.8,44.7,46.5,34.1,34.6,61.5,-5.5,127,129,0
6,32,13,0.6178,45.6,51.1,19.8,21.8,37.1,34.0,40.8,40.0,44.9,48.0,31.6,38.1,64.7,-7.0,124,144,0
1,32,13,0.5404,47.5,50.1,17.5,15.5,30.7,33.2,36.8,38.1,47.7,48.8,31.4,34.8,67.4,-7.3,84,250,0
0,29,14,0.6442,51.6,51.6,20.0,21.5,32.3,34.2,39.9,41.3,49.0,49.4,37.5,37.0,66.5,-6.0,61,204,0
14,30,14,0.4795,50.4,49.0,20.9,18.4,30.5,26.9,35.3,30.5,48.3,48.1,36.5,33.9,63.2,-10.5,167,190,0
11,30,14,0.4716,50.0,51.1,18.0,20.9,29.4,32.7,34.9,37.0,48.0,48.7,35.7,36.6,64.1,-10.9,121,250,0
3,30,14,0.3534,52.6,50.8,23.1,17.4,31.3,31.0,34.8,28.9,52.8,51.3,34.8,33.2,68.8,-10.8,198,250,0
19,31,14,0.6244,52.2,51.4,19.8,18.8,24.5,28.7,37.5,38.5,48.9,50.2,37.9,35.6,68.9,-7.1,91,169,0
12,31,14,0.5396,47.9,47.4,22.9,21.4,34.8,32.6,40.7,39.5,46.9,44.3,34.6,34.4,64.1,-11.8,184,137,0
30,31,14,0.4135,49.2,57.0,17.2,20.5,31.0,29.2,40.7,34.0,47.7,58.5,34.7,36.5,69.3,-8.5,94,308,0
3,31,14,0.4121,49.5,49.8,20.0,20.1,35.4,30.2,34.3,35.4,48.6,48.7,34.3,34.5,66.2,-11.3,175,235,0
10,31,14,0.409,55.1,49.6,20.7,15.7,26.4,30.7,32.9,31.0,51.5,46.5,40.5,36.8,67.5,-12.0,134,275,0
30,31,14,0.3451,49.5,52.0,20.3,19.7,31.4,26.6,38.4,37.8,47.5,52.3,35.4,34.1,66.2,-12.3,228,214,0
29,31,14,0.3252,43.3,47.0,20.3,21.4,33.9,28.0,37.7,49.5,40.5,47.1,32.2,31.2,63.1,-11.9,308,122,0
8,31,14,0.274,47.1,49.1,18.8,19.8,29.4,32.9,36.5,33.7,45.7,48.4,33.2,33.8,67.8,-11.4,275,217,0
18,31,14,0.2158,43.1,43.8,24.3,22.3,34.1,32.6,38.6,42.5,44.6,42.9,26.3,30.6,70.2,-13.8,333,125,0
23,32,14,0.7299,49.7,48.5,19.6,17.6,34.4,32.4,37.0,30.1,47.8,47.1,36.4,34.4,68.8,-7.3,49,156,0
23,32,14,0.6939,47.2,46.9,19.5,17.6,29.2,29.5,30.0,37.6,45.7,44.7,34.2,34.5,67.1,-5.3,157,60,0
16,32,14,0.5392,46.8,46.2,25.7,23.1,31.8,32.4,45.8,46.6,44.7,43.2,33.7,34.9,62.5,-10.9,292,37,0
32,32,14,0.4828,48.3,49.7,20.6,20.4,30.3,34.3,37.8,37.7,46.5,50.8,34.8,31.3,63.9,-8.8,170,179,0
27,32,14,0.4171,46.6,50.5,22.8,21.0,38.3,32.9,35.2,45.8,45.8,50.4,32.1,33.8,66.7,-10.1,184,214,0
22,26,15,0.3883,49.4,50.0,20.4,24.7,31.7,39.6,43.9,38.9,47.8,50.9,35.2,31.6,62.7,-6.5,172,256,0
17,28,15,0.4586,48.3,48.6,17.9,21.3,28.8,34.4,37.5,35.9,47.4,46.7,33.5,34.4,67.9,-7.9,151,217,0
10,28,15,0.3983,50.2,49.0,20.7,17.4,35.3,29.5,36.0,32.7,50.1,45.6,33.7,36.6,69.6,-7.8,157,258,0
9,29,15,0.3451,48.0,48.0,17.9,19.7,34.1,31.5,32.7,41.5,48.2,47.6,31.6,32.5,66.1,-10.2,221,225,0
24,30,15,0.5239,51.7,48.7,20.7,18.6,31.7,29.7,36.9,36.8,49.2,46.0,37.1,35.8,68.3,-10.1,115,219,0
17,30,15,0.3133,48.3,50.8,23.1,19.7,35.9,29.5,46.6,36.2,47.9,50.0,32.7,34.9,66.1,-9.7,212,263,0
7,31,15,0.7409,48.7,47.9,21.3,19.6,35.8,34.4,32.4,39.8,47.0,47.7,35.7,32.2,64.5,-4.1,70,118,0
14,31,15,0.4905,49.1,48.6,17.0,18.1,26.6,31.5,36.0,35.6,46.5,46.5,35.9,35.6,68.5,-9.3,147,204,0
21,31,15,0.44,46.5,49.3,20.2,15.7,41.3,25.8,41.1,42.2,45.4,45.9,33.5,37.8,66.6,-11.6,162,230,0
22,31,15,0.4058,53.1,45.9,18.5,15.1,28.2,33.2,33.4,35.1,50.0,44.5,39.3,32.6,68.3,-11.4,131,286,0
27,32,15,0.6817,46.9,45.0,23.0,18.5,32.1,30.5,45.0,37.9,43.5,42.3,35.7,32.9,62.3,-6.3,170,58,0
12,32,15,0.558,48.4,50.7,21.8,22.4,33.5,30.8,29.4,38.6,47.9,49.0,32.8,36.1,71.2,-8.2,187,122,0
7,33,15,0.6845,51.3,46.7,23.8,19.4,31.0,32.8,34.5,39.1,48.6,44.6,36.7,34.0,65.1,-5.6,124,100,0
5,33,15,0.6476,45.4,48.6,17.3,18.0,26.1,30.7,28.4,38.9,45.1,48.0,30.7,33.4,62.2,-3.4,162,84,0
15,26,16,0.7046,53.9,48.2,20.3,20.8,30.6,28.6,34.6,37.6,49.9,47.0,41.0,34.2,60.6,-5.0,61,158,0
9,29,16,0.4886,48.6,48.3,17.9,19.5,33.6,28.9,29.7,29.0,45.6,46.3,35.2,34.4,67.7,-7.7,175,170,0
25,29,16,0.3852,45.9,46.8,22.8,21.0,36.0,32.9,45.4,37.7,44.6,45.7,32.4,33.0,68.5,-7.8,250,160,0
20,30,16,0.6481,54.7,51.9,18.5,19.1,23.7,31.8,30.8,36.6,52.9,54.2,38.1,32.4,64.4,-2.9,43,225,0
10,30,16,0.4665,48.7,52.9,15.7,19.6,31.2,28.2,33.3,38.6,44.8,52.2,37.1,36.3,59.8,-7.3,124,254,0
28,30,16,0.2436,44.7,46.9,20.9,23.5,31.5,35.6,33.0,37.7,44.4,46.4,30.2,31.7,68.2,-8.2,312,167,0
1,31,16,0.7369,46.8,45.4,19.3,19.0,32.6,28.3,28.0,33.0,46.4,43.8,31.8,32.3,66.4,-4.8,195,29,0
22,31,16,0.4454,48.9,49.8,21.9,19.9,34.7,32.6,40.0,39.5,48.3,49.8,33.4,33.2,68.3,-7.3,153,225,0
25,31,16,0.2943,46.4,48.8,22.3,23.2,31.8,32.6,42.7,42.9,44.7,47.6,33.8,34.0,68.1,-9.7,289,176,0
12,32,16,0.4484,48.6,47.8,21.7,18.9,30.1,29.6,43.6,41.3,48.2,45.8,32.9,34.2,67.9,-7.9,221,150,0
27,33,16,0.7136,48.4,46.0,19.5,18.5,27.9,29.5,35.1,33.5,45.3,45.7,35.0,31.1,61.0,-6.2,153,51,0
6,33,16,0.7028,45.7,42.9,21.4,19.1,34.6,33.8,40.4,41.9,46.0,42.8,30.1,28.9,66.1,-4.2,165,53,0
1,33,16,0.6737,51.0,51.1,17.7,17.9,28.1,30.7,39.7,29.1,49.7,48.7,35.3,37.5,64.2,-5.4,54,193,0
5,34,16,0.7975,46.3,45.5,19.0,17.0,37.0,29.7,33.5,33.3,45.7,43.9,32.0,32.8,67.0,-3.8,82,55,0
12,28,17,0.6094,51.5,48.7,20.7,18.7,34.3,32.8,41.0,25.9,51.4,49.5,34.5,31.3,66.0,-4.2,91,179,0
2,30,17,0.557,52.2,47.4,18.8,21.5,25.9,31.2,26.5,33.2,49.9,47.8,37.0,31.1,66.2,-6.9,131,173,0
11,30,17,0.5062,48.3,45.2,22.2,16.2,39.2,31.9,40.3,37.6,48.7,42.8,31.4,33.9,66.3,-6.9,149,182,0
0,31,17,0.7951,53.0,49.2,21.7,21.0,35.2,30.4,39.7,37.5,51.1,47.4,38.4,35.3,66.4,-4.6,27,146,0
0,31,17,0.7765,50.1,46.7,20.4,18.6,34.3,29.0,41.4,33.3,49.2,45.8,35.0,32.1,63.1,-4.0,101,57,0
28,31,17,0.4745,51.9,45.3,17.9,17.5,31.4,33.0,31.2,29.8,50.7,44.5,35.6,31.7,64.3,-7.7,131,240,0
10,31,17,0.4581,50.1,50.9,20.8,19.5,32.1,36.1,36.3,32.1,49.7,47.5,34.0,38.2,67.3,-5.4,138,241,0
2,31,17,0.3399,48.3,49.4,22.2,24.9,25.8,30.8,30.7,41.5,46.9,48.5,33.4,34.2,64.2,-7.9,310,110,0
19,32,17,0.6633,48.2,46.5,19.6,18.2,26.6,29.8,42.1,38.7,48.4,45.6,32.0,32.4,65.3,-3.5,177,64,0
18,32,17,0.3903,48.3,45.3,22.3,21.8,38.0,35.6,39.2,38.2,49.8,45.1,29.2,30.6,67.5,-11.0,228,178,0
18,32,17,0.3547,44.9,43.5,27.1,26.0,34.4,32.5,35.3,45.3,45.3,43.6,29.0,28.8,63.2,-8.1,339,24,0
7,33,17,0.7205,44.5,45.6,16.7,20.2,30.5,35.1,28.9,28.9,45.6,43.6,27.1,33.1,67.6,-3.5,197,31,0
14,33,17,0.5771,47.9,47.7,20.8,18.0,32.8,26.7,40.2,33.9,47.3,45.8,33.0,34.0,64.3,-7.9,157,140,0
14,33,17,0.4283,46.0,46.7,19.5,19.5,28.2,30.3,35.4,34.9,43.5,44.7,33.5,33.7,64.6,-8.9,250,137,0
25,30,18,0.5312,45.7,46.7,18.9,23.1,33.5,30.3,44.2,35.7,45.6,45.0,30.7,33.5,65.5,-7.8,240,81,0
14,31,18,0.7143,50.8,53.2,15.5,22.9,31.8,31.2,35.8,35.6,51.1,52.2,33.5,36.7,70.4,-3.8,31,204,0
9,31,18,0.4069,46.8,48.3,20.9,23.3,35.7,31.1,34.5,34.8,45.9,47.8,32.5,33.0,63.2,-7.2,263,142,0
0,32,18,0.7681,50.6,46.1,18.7,16.2,31.7,33.2,36.2,23.8,50.0,45.6,34.2,31.4,63.0,-3.3,67,103,0
12,32,18,0.6545,50.6,46.6,19.7,19.7,28.0,33.0,42.6,34.8,49.6,44.9,35.1,34.0,61.4,-5.8,147,96,0
20,32,18,0.6121,49.5,48.2,18.7,21.4,23.7,31.4,39.8,33.0,50.8,48.2,31.8,32.3,61.1,-3.4,193,81,0
25,32,18,0.4153,48.9,51.1,21.7,25.6,31.3,36.0,35.8,37.1,48.3,52.5,33.3,32.3,69.3,-7.9,202,186,0
21,32,18,0.3983,50.5,55.7,18.3,23.9,28.6,33.9,31.9,38.2,50.3,54.8,33.8,39.1,67.0,-7.7,170,250,0
19,33,18,0.7955,51.8,48.4,18.7,21.0,29.5,31.4,34.4,34.0,51.7,47.3,34.7,33.4,70.4,-5.2,57,91,0
27,33,18,0.6682,48.8,47.5,21.0,21.9,34.9,33.5,32.9,35.7,47.1,46.0,35.6,33.5,61.2,-5.1,134,107,0
24,33,18,0.4767,52.7,52.3,18.7,20.6,25.1,32.6,28.2,31.5,49.6,51.2,38.4,36.4,65.9,-8.3,119,255,0
23,34,18,0.7624,48.2,48.2,19.8,18.4,37.3,31.3,33.8,32.3,47.0,47.0,34.3,34.2,65.7,-3.0,79,87,0
1,34,18,0.6341,49.9,49.7,22.0,20.6,30.9,36.6,40.4,34.8,48.9,47.1,34.8,36.8,66.0,-3.0,94,164,0
19,35,18,0.5244,48.3,51.0,17.8,21.7,30.3,31.7,29.9,35.3,48.5,49.7,31.9,35.4,66.9,-7.5,137,190,0
23,34,19,0.8448,47.5,46.8,17.3,19.2,32.1,28.5,33.4,33.7,44.3,45.7,35.9,33.3,68.2,-2.2,46,54,0
18,28,19,0.4973,49.3,45.6,23.0,22.9,30.6,31.1,45.5,38.8,48.8,45.7,33.6,30.4,64.3,-5.2,247,93,0
22,29,19,0.5285,52.4,48.1,20.5,20.2,32.5,31.8,39.0,33.5,52.2,47.0,35.1,33.5,66.3,-5.0,136,193,0
12,30,19,0.6192,51.4,48.9,18.2,18.8,28.3,35.2,39.9,33.5,50.9,48.3,34.9,33.7,68.7,-5.2,70,210,0
27,31,19,0.7142,49.2,47.0,20.5,21.6,34.4,34.8,33.4,38.0,46.9,46.9,35.6,31.5,69.3,-2.5,94,112,0
21,31,19,0.4886,54.4,51.8,19.2,17.6,30.5,29.7,37.0,30.2,54.9,51.1,35.6,35.2,66.5,-6.4,64,302,0
21,31,19,0.4196,47.5,46.9,21.9,22.0,35.0,30.5,40.3,41.8,47.5,44.0,31.7,35.0,67.0,-7.1,270,122,0
26,31,19,0.3966,49.2,46.8,17.4,19.1,26.4,30.1,29.2,36.5,48.0,43.2,34.0,36.8,66.2,-6.6,234,167,0
27,32,19,0.7643,48.4,49.2,16.3,24.6,31.7,33.5,35.1,44.4,50.0,46.9,30.0,35.9,71.2,-2.4,97,70,0
12,32,19,0.5013,51.3,48.7,18.3,17.9,33.4,31.4,39.4,33.7,50.3,49.2,35.9,31.8,70.4,-7.5,87,267,0
16,33,19,0.5734,48.3,51.7,16.4,22.5,32.5,33.0,38.0,40.6,47.9,50.0,32.7,36.5,69.4,-6.9,99,207,0
31,33,19,0.5007,46.4,45.8,22.1,22.8,36.2,31.1,36.4,43.9,44.3,44.3,34.2,31.9,66.9,-6.6,240,100,0
11,33,19,0.4976,46.3,46.5,18.7,15.9,33.1,32.0,42.0,33.0,46.2,44.2,30.9,34.4,67.5,-6.1,142,204,0
7,34,19,0.7905,45.9,46.2,19.1,19.8,37.4,32.3,37.4,33.0,45.7,46.9,31.0,29.7,66.1,-2.7,75,71,0
0,34,19,0.7562,52.5,49.1,18.6,22.8,27.0,35.8,43.2,43.0,49.4,48.4,37.8,33.9,64.0,-4.0,43,141,0
29,34,19,0.5647,49.9,49.3,20.5,18.7,35.9,31.4,38.0,27.5,49.3,47.8,34.5,35.4,66.3,-8.0,112,196,0
12,34,19,0.5526,47.7,51.6,19.0,20.6,35.5,27.7,46.7,33.5,45.2,52.3,35.0,33.7,65.2,-7.7,89,237,0
16,34,19,0.4807,49.1,45.5,23.3,20.9,30.6,31.8,39.4,38.3,47.7,46.6,34.5,28.8,66.4,-7.8,250,103,0
10,35,19,0.5243,48.0,44.2,18.6,16.3,30.4,31.2,30.2,37.9,47.4,42.5,32.8,32.3,66.3,-8.2,207,118,0
16,35,19,0.521,47.7,44.4,21.5,21.6,33.5,32.2,28.9,45.6,47.8,43.2,31.6,32.0,61.9,-8.4,270,62,0
7,30,20,0.8425,50.0,45.3,18.2,20.1,28.5,36.0,36.9,31.0,49.5,44.4,34.0,31.5,65.3,1.5,53,51,0
30,29,20,0.451,51.6,45.8,19.4,19.4,24.7,27.4,39.8,28.3,48.9,43.2,38.7,34.2,58.0,-4.5,283,83,0
24,30,20,0.6637,53.0,47.6,16.4,20.4,26.9,34.0,36.4,28.6,49.8,49.2,39.4,29.8,67.4,-3.4,79,164,0
31,30,20,0.6007,52.0,47.8,20.9,15.0,37.4,27.0,40.5,30.7,51.6,46.0,35.3,33.8,61.8,-4.2,79,210,0
27,33,20,0.7856,47.9,46.2,20.1,17.4,36.5,28.8,42.2,34.4,48.2,45.6,31.6,31.9,63.5,-0.9,57,100,0
11,33,20,0.4313,51.0,52.2,19.8,22.3,31.4,35.7,38.8,29.1,48.3,53.4,37.1,33.2,63.9,-6.8,127,266,0
19,34,20,0.7476,51.1,48.8,19.0,19.7,24.6,26.5,33.2,25.1,48.6,47.7,36.4,34.1,62.9,-2.7,118,62,0
16,34,20,0.6247,52.7,50.4,19.6,19.8,34.8,33.1,34.3,32.4,48.9,50.4,38.6,33.6,66.5,-5.8,46,244,0
17,34,20,0.6221,48.8,48.5,18.9,20.8,34.5,33.2,43.8,41.3,46.3,49.5,35.8,31.0,66.9,-6.8,77,196,0
19,35,20,0.7293,48.5,50.7,16.9,21.5,29.3,29.3,31.1,34.4,46.0,49.7,36.7,35.2,66.1,-4.6,107,87,0
27,33,21,0.81,52.6,43.9,19.4,17.6,34.7,31.2,41.7,30.2,52.9,42.0,34.6,32.4,67.5,-0.2,39,100,0
0,33,21,0.7409,49.5,47.4,20.3,18.9,32.4,32.6,35.8,35.0,48.9,46.9,33.6,32.4,71.2,-1.0,76,112,0
0,33,21,0.6092,47.1,46.9,22.3,20.2,36.5,31.1,44.8,39.3,49.2,45.3,26.8,33.3,67.8,-1.6,191,84,0
2,33,21,0.5741,48.6,46.7,20.6,20.6,34.3,28.8,44.8,33.8,48.7,45.3,32.2,32.7,62.3,-6.0,149,143,0
18,33,21,0.4032,46.2,44.9,21.1,22.0,33.7,36.0,40.0,38.5,45.2,45.3,32.5,29.3,68.5,-6.2,283,115,0
17,34,21,0.4998,48.2,46.9,22.3,19.1,35.6,29.1,45.8,35.5,48.2,44.4,32.0,34.5,66.0,-6.1,191,152,0
31,32,22,0.8338,56.2,47.3,18.6,26.2,22.7,34.1,31.2,41.0,56.1,46.5,37.5,33.1,59.1,-2.7,49,65,0
6,36,22,0.8698,51.6,45.7,17.2,18.7,33.5,32.8,36.3,33.3,51.1,44.7,34.9,32.2,67.6,-2.5,23,73,0
30,32,22,0.7167,52.8,44.4,18.1,18.1,30.0,25.1,28.4,35.4,52.3,42.3,35.8,32.4,60.8,-3.6,147,55,0
3,34,22,0.6042,50.3,46.7,19.5,21.8,29.6,32.6,35.6,40.3,48.4,43.7,35.4,34.5,62.8,-5.6,144,135,0
27,35,22,0.8243,47.9,45.7,19.9,22.6,32.0,32.9,33.9,32.7,47.1,45.2,33.0,31.3,61.7,-1.5,139,16,0
23,35,22,0.7798,52.3,46.4,18.5,18.1,28.3,30.0,35.9,26.6,52.5,44.5,34.6,33.7,66.2,-1.7,66,91,0
14,35,22,0.6391,49.5,46.8,20.3,24.3,26.4,29.1,33.0,43.5,48.4,47.3,34.6,30.5,63.2,-5.9,250,33,0
11,38,22,0.6157,48.5,47.3,20.3,21.8,34.7,33.4,35.3,44.5,47.1,45.8,34.6,33.3,67.0,-7.8,142,129,0
1,35,23,0.8798,51.6,44.1,18.2,20.9,28.3,27.9,31.6,31.8,48.9,42.7,38.5,31.2,60.7,-1.5,67,21,0
29,28,23,0.7582,50.5,42.2,20.5,22.6,34.1,25.9,40.4,35.5,50.9,41.4,32.8,29.7,60.8,-0.5,219,13,0
22,33,23,0.6242,54.0,51.2,17.9,25.5,27.9,38.0,34.8,43.7,55.4,53.3,35.0,31.5,65.1,-4.0,55,233,0
32,35,23,0.8165,50.2,48.1,17.0,19.3,32.8,27.7,36.0,37.6,50.2,47.1,33.5,33.3,71.4,-2.5,46,81,0
16,35,23,0.6086,46.9,45.8,18.4,20.9,37.1,35.9,41.0,42.4,47.6,46.2,29.9,30.0,63.7,-4.9,144,133,0
5,37,24,0.8959,46.4,44.0,18.6,19.7,36.6,30.8,40.8,31.2,47.1,43.7,29.9,29.7,67.7,0.1,46,22,0
2,32,24,0.7849,49.6,44.1,18.3,20.5,31.9,27.4,37.7,26.7,48.1,42.4,35.4,31.2,64.3,-2.0,114,47,0
17,34,24,0.7511,53.6,47.5,18.5,25.5,27.4,34.4,31.3,45.9,54.3,46.5,35.1,33.1,67.9,-2.5,103,75,0
26,34,24,0.5768,50.2,45.0,20.6,15.5,33.3,27.2,38.5,26.9,49.4,45.0,34.5,30.0,64.4,-3.8,162,137,0
21,35,24,0.6071,51.0,50.6,19.2,24.6,31.0,32.5,37.0,46.0,46.7,51.1,38.1,33.2,64.8,-5.9,120,154,0
32,36,24,0.7652,50.7,47.5,18.3,21.1,32.8,33.4,37.0,42.0,48.9,45.8,35.8,34.3,68.5,-3.3,52,126,0
1,38,25,0.8254,51.6,43.6,22.2,15.7,36.9,27.9,34.5,29.7,51.9,42.7,33.9,30.3,67.2,-1.3,84,41,0
12,35,25,0.8082,53.1,48.5,22.0,24.3,38.0,31.7,36.5,40.6,51.8,47.8,37.4,32.9,64.8,-0.6,41,94,0
31,33,26,0.6808,46.5,45.1,17.7,24.6,33.8,33.6,35.5,36.2,45.7,45.3,31.9,29.6,70.4,-1.0,202,39,0
8,35,28,0.7501,56.0,44.4,18.7,16.6,29.6,25.3,39.6,33.6,53.7,44.7,40.6,28.9,65.2,-2.7,70,114,0
18,28,2,0.0456,39.8,53.7,23.5,21.4,34.9,34.0,35.3,33.2,39.3,53.4,27.2,36.3,64.8,-21.3,342,325,0
2,29,2,0.0632,41.8,51.4,23.2,16.8,26.5,30.3,33.6,31.4,41.3,49.8,28.6,35.9,66.4,-21.7,342,298,0
3,30,3,0.0944,44.7,55.5,21.0,21.3,30.7,33.1,37.4,47.6,44.4,54.7,30.3,38.2,64.4,-22.0,323,316,0
29,31,3,0.0385,42.4,50.3,25.5,16.0,32.4,34.4,31.5,29.0,42.0,48.9,30.3,35.8,70.3,-21.4,345,320,0
33,22,4,0.049,44.9,54.0,24.4,21.2,27.4,36.6,38.8,41.5,46.1,52.7,27.1,38.1,71.1,-14.9,337,334,0
25,27,4,0.106,48.4,53.5,24.1,21.9,27.3,34.1,31.5,39.6,46.6,53.1,34.8,36.2,66.1,-18.0,315,311,0
10,28,4,0.1507,45.3,50.5,22.6,18.1,30.7,27.4,32.5,32.7,46.3,47.5,28.7,36.9,63.1,-19.8,335,182,0
18,28,4,0.0815,42.2,49.9,22.8,18.6,35.6,37.5,27.3,36.4,42.5,49.4,27.5,33.9,65.5,-19.3,323,331,0
12,29,4,0.1481,46.9,55.3,16.7,21.0,19.2,36.6,28.2,46.7,44.5,55.5,33.4,36.7,62.8,-18.9,272,322,0
17,29,4,0.1029,39.7,50.1,23.3,22.4,33.2,29.6,35.8,51.9,38.8,49.5,27.8,34.1,62.5,-19.7,344,173,0
30,30,4,0.0974,50.5,55.9,18.8,16.9,22.1,33.7,24.2,31.6,48.6,54.5,36.1,39.2,66.2,-20.0,268,342,0
29,28,5,0.1547,45.4,51.0,18.8,19.1,29.8,34.6,32.2,47.4,45.2,49.3,30.5,36.2,62.5,-17.5,280,314,0
28,28,5,0.0696,42.2,51.5,21.5,22.2,31.6,37.5,39.5,43.1,40.5,50.9,30.3,35.4,70.6,-18.3,329,330,0
8,29,5,0.1276,46.2,52.1,19.5,20.8,24.5,34.3,37.5,34.6,45.7,49.7,31.4,37.4,60.3,-19.5,320,288,0
21,29,5,0.1032,48.2,53.0,22.0,19.1,27.6,34.7,31.6,39.9,45.7,51.4,34.8,37.5,63.4,-19.2,305,328,0
9,29,5,0.0719,48.9,53.8,20.8,16.4,22.7,35.3,26.4,34.7,47.4,51.1,34.5,39.4,62.3,-18.9,297,343,0
26,29,5,0.0686,45.8,52.6,22.7,17.2,28.4,33.5,35.3,29.2,44.0,50.3,32.6,38.6,64.9,-20.0,323,340,0
11,30,5,0.269,44.9,52.3,20.7,20.4,38.8,33.1,34.6,39.2,46.6,48.8,27.3,39.1,66.8,-20.0,224,283,0
8,26,6,0.143,49.7,53.9,18.2,17.2,31.1,32.8,31.9,33.3,47.6,53.4,37.2,36.9,65.0,-16.1,174,345,0
26,28,6,0.0868,50.5,55.0,23.9,18.0,30.9,36.2,37.8,28.8,48.9,53.6,35.9,38.2,65.4,-18.0,242,346,0
22,29,6,0.183,51.7,52.0,23.2,18.1,28.9,35.3,37.4,29.3,48.8,51.8,38.1,34.9,69.2,-18.5,242,320,0
18,29,6,0.1078,43.0,50.5,22.5,22.7,31.6,37.4,32.7,42.2,41.9,49.3,30.3,35.4,69.6,-18.4,330,280,0
18,29,6,0.075,39.2,47.3,23.9,22.9,35.1,34.3,34.1,37.0,39.9,45.8,24.9,33.3,62.4,-17.7,346,173,0
0,30,6,0.3112,45.0,51.1,22.9,16.3,36.1,32.5,32.6,45.1,44.2,50.0,31.3,35.6,68.8,-13.2,211,264,0
14,30,6,0.1871,44.6,50.5,21.5,17.6,29.0,35.0,36.1,30.2,43.5,51.1,30.8,32.7,65.9,-17.4,292,280,0
11,31,6,0.189,42.0,48.9,22.2,20.6,34.3,34.9,39.3,36.7,41.6,50.0,28.7,31.0,64.9,-19.7,331,156,0
9,31,6,0.091,48.3,54.4,22.7,18.4,28.8,34.6,30.5,34.7,48.3,53.1,32.1,38.3,70.7,-19.5,295,341,0
22,25,7,0.1338,47.7,51.6,21.7,21.1,28.5,32.0,32.8,36.9,44.6,52.6,36.4,33.0,66.2,-13.8,323,275,0
22,28,7,0.0861,43.3,53.5,21.1,19.3,32.3,32.7,37.7,44.9,40.9,53.3,32.7,35.9,68.4,-16.0,308,338,0
