Team,Conf,Record,AdjOE,OERank,AdjDE,DERank,Barthag,Rank,ProjW,ProjL,ProConW,ProConL,ConRec,SOS,NCSOS,Consos,ProjSOS,ProjNonconSOS,ProjConSOS,EliteSOS,EliteNonconSOS,OppOE,OppDE,OppProjOE,OppProjDE,ConAdjOE,ConAdjDE,QualO,QualD,QualBarthag,QualGames,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,ConfWinPct,WAB,WABRk,FunRk,AdjT
North Dakota,Sum,13-20,102.77445721037378,202,111.75531556447002,325,0.2761955966974054,270,13,20,6,12,6-12,0.3911654641511704,0.4402397135831377,0.3427206817608789,0.3911654641511704,0.4402397135831377,0.3427206817608789,0.8888377283602258,0.8461182679336049,103.16204070401152,106.3827539606492,103.16204070401152,106.3827539606492,100.7094041663832,111.273510906861,93.88239466868708,105.56820596214524,0.2060150589081192,2,-0.0346772638492121,1292.0,1347.0,1233.9625,1.0470334390226608,1.0916052959470002,0,0.3333333333333333,-14.5755141457853,299,254,66.86374805121025
Maryland Eastern Shore,MEAC,18-13,92.32268200364848,351,100.39629498118715,100,0.2760565229949945,271,18,13,9,5,9-5,0.3450281032108002,0.4261893702166002,0.265615332830324,0.3450281032108002,0.4261893702166002,0.265615332830324,0.8833268714999716,0.8118393196072102,101.0349812750276,105.51253808763894,101.0349812750276,105.51253808763894,91.05204183899086,98.91020587895407,90.8621004444902,109.47400120032408,0.1049911745654565,3,0.0846043792273144,983.0,924.0,1012.9125,0.9704688213443904,0.9122209470215836,0,0.6428571428571429,-7.799305253680108,167,25,69.2838236844879
Marist,MAAC,13-20,97.2325836449843,309,105.78173008189373,210,0.2750544751284191,272,13,20,6,14,6-14,0.35183877364453,0.2811280628845117,0.3708596853027234,0.35183877364453,0.2811280628845117,0.3708596853027234,0.9224047222687528,0.9523654335982074,100.09354558042835,106.01709959890502,100.09354558042835,106.01709959890502,98.13661200781549,110.15998414424736,110.79061515637936,120.33042577690392,0.2789062356342019,1,-0.0529325739347166,1290.0,1390.0,1297.3125000000002,0.9943633473045236,1.07144577732813,0,0.3,-15.867661025964647,318,295,65.45017046036972
Louisiana Monroe,SB,11-21,96.90534598617614,315,105.46980363970708,201,0.2740968615407969,273,11,21,7,11,7-11,0.4712468346965904,0.3874368815587052,0.5326757323299811,0.4712468346965904,0.3874368815587052,0.5326757323299811,0.8478191705810608,0.8461406456977525,104.1440211781518,103.41561815930112,104.1440211781518,103.41561815930112,99.15178703972909,103.12504532593384,84.29965676127689,105.85210779862535,0.0679794857126409,2,-0.0291603560800108,1167.0,1249.0,1193.975,0.9774073996524216,1.0460855545551624,0,0.3888888888888889,-13.8376662272875,285,237,66.00280892477727
Prairie View A&M,SWAC,13-19,93.67542491611827,344,101.95907926007976,132,0.2739923857876737,274,13,19,9,9,9-9,0.3407507929094023,0.5068519089922531,0.2278342350839911,0.3407507929094023,0.5068519089922531,0.2278342350839911,0.8891623702656587,0.7843023295153467,99.91294321235212,105.61267811072904,99.91294321235212,105.61267811072904,90.7686557461559,101.1998991011971,93.01923343555066,99.57866660027986,0.3135382418751097,4,-0.0702871913680236,1196.0,1167.0,1270.0,0.9417322834645668,0.9188976377952756,0,0.5,-13.879132359372054,287,323,67.50620328150251
Nicholls St.,Slnd,16-15,98.20041319534846,292,107.07317507958734,241,0.2699702232597333,275,16,15,11,7,11-7,0.3349713694615334,0.5058779678085294,0.2303428523891685,0.3349713694615334,0.5058779678085294,0.2303428523891685,0.8753653234994757,0.7398061342605033,103.35801601083514,108.36433653723763,103.35801601083514,108.36433653723763,98.5277520996607,107.97088056740552,99.37207108262255,95.93063846281709,0.5999664637513528,4,0.0059256012620435,1349.0,1296.0,1260.3625000000002,1.0703269892590423,1.02827559531484,0,0.6111111111111112,-9.653607546634571,200,162,70.43962280394949
Denver,Sum,15-17,99.85011907176728,267,108.98435874565044,279,0.2676374521902857,276,15,17,6,12,6-12,0.308197938001982,0.2615534525780013,0.3436635297698248,0.308197938001982,0.2615534525780013,0.3436635297698248,0.9163579285384276,0.9036941645306682,101.86876424434224,108.98819842183688,101.86876424434224,108.98819842183688,98.19776033089956,109.60120984292188,105.25667160235562,103.84447548248302,0.5387561833937564,1,-0.0304563936426539,1260.0,1372.0,1251.6625,1.0066611406828916,1.0961421309658153,0,0.3333333333333333,-13.040486872704747,275,239,68.47303258677333
Merrimack,NEC,18-16,90.51162143056146,360,98.82267881775606,76,0.2669285902441626,277,18,16,12,4,12-4,0.2890880227792622,0.4543625804426983,0.1647621908299499,0.2890880227792622,0.4543625804426983,0.1647621908299499,0.9179120445439778,0.8434670153326639,99.19158655290146,108.89157854945935,99.19158655290146,108.89157854945935,92.46786392185844,95.5707026968262,92.40575541056306,97.61667180114644,0.3473112844852727,1,-0.0207776600905534,1049.0,938.0,1063.6249999999998,0.9862498530967212,0.8818897637795278,0,0.75,-11.75647585205912,249,222,66.1106406674423
Tennessee St.,OVC,18-14,100.30503670591796,255,109.54534613769144,293,0.2663128933875328,278,18,14,10,8,10-8,0.2358064479076201,0.2196108631687798,0.2449181366268403,0.2358064479076201,0.2196108631687798,0.2449181366268403,0.9534320720952828,0.9460761270320704,99.2748328514376,109.27902205015188,99.2748328514376,109.27902205015188,99.93595045947784,108.17850989287048,0.0,0.0,0.0,0,-0.0243086310360908,1373.0,1348.0,1305.0999999999997,1.0520266646234009,1.032871044364417,0,0.5555555555555556,-11.524977302532438,242,228,70.38662061338137
Bowling Green,MAC,11-20,102.265420980266,215,111.7017101881268,323,0.2660035007085917,279,11,20,5,13,5-13,0.3848495745742865,0.3093811711488304,0.4393545326037825,0.3848495745742865,0.3093811711488304,0.4393545326037825,0.9051577667965413,0.9324409832098608,103.81913629775856,107.6971881292688,103.81913629775856,107.6971881292688,104.42620317074964,112.64261413810014,0.0,0.0,0.0,0,-0.070529003722652,1369.0,1467.0,1280.2875,1.0692910771994573,1.1458363844058463,0,0.2777777777777778,-15.330166359954228,306,324,69.50217026177481
Oakland,Horz,13-19,102.15253750475624,219,111.77140170806342,327,0.2621413283126793,280,13,19,11,9,11-9,0.4352319019152023,0.5581353176448212,0.3589987572660887,0.4352319019152023,0.5581353176448212,0.3589987572660887,0.8734351386105461,0.7838814482346096,103.67195033595914,106.25560615007612,103.67195033595914,106.25560615007612,101.1878298016554,108.7498834451734,92.49425716597622,96.21905198437408,0.3884031454930922,2,0.0277597774843993,1477.0,1481.0,1400.9374999999998,1.0542939995538705,1.057149230426054,0,0.55,-12.88879174455382,267,124,68.36067280447936
Tennessee Martin,OVC,19-14,100.87281210235324,241,110.48060409964503,307,0.2599430241243621,281,19,14,10,8,10-8,0.267205588550324,0.2952255805168281,0.2456206620446037,0.267205588550324,0.2952255805168281,0.2456206620446037,0.938510268855214,0.907972686844144,100.3218631055658,108.71694888724797,100.3218631055658,108.71694888724797,99.36620555965364,109.19260514181838,78.35478098926978,90.8485026135322,0.1542847580729281,1,0.0346809397137994,1410.0,1379.0,1338.9375,1.0530737991877888,1.0299211128226673,0,0.5555555555555556,-10.734273677003705,233,102,71.00496625968056
New Hampshire,AE,15-15,96.55541558383304,319,105.76276559058418,209,0.2597176837741182,282,15,15,9,7,9-7,0.3552807200358092,0.3291338157609988,0.3549834210684996,0.3552807200358092,0.3291338157609988,0.3549834210684996,0.9078797625171824,0.9024648853278358,101.50060145067047,106.8646918784043,101.50060145067047,106.8646918784043,97.11609789773622,105.45771110206226,0.0,0.0,0.0,0,0.0452407901253253,1056.0,1095.0,1055.525,1.000450013026693,1.0373984510077925,0,0.5625,-10.644781030186284,231,82,63.9856344028
Tennessee Tech,OVC,16-17,100.67040210765435,244,110.31511208959742,305,0.2588173387592259,283,16,17,11,7,11-7,0.3101685819884942,0.4053749112170729,0.2457448712838377,0.3101685819884942,0.4053749112170729,0.2457448712838377,0.9135581319499942,0.8444133302765818,100.6436240839062,107.3527874674056,100.6436240839062,107.3527874674056,99.2181989917376,108.75845756255232,84.23852980536296,99.04573743561173,0.1344483185617092,1,-0.0160549862110961,1331.0,1311.0,1267.6625,1.0499640085590605,1.034186938558173,0,0.6111111111111112,-12.754727525269338,265,204,66.24177701856686
American,Pat,17-15,100.08726627960704,261,109.72203467497572,295,0.25789484407372,284,17,15,7,11,7-11,0.3185258185905648,0.3138730791225054,0.3150398326116568,0.3185258185905648,0.3138730791225054,0.3150398326116568,0.9328449231476494,0.9306048111670552,99.64393467342572,107.39421954677852,99.64393467342572,107.39421954677852,98.11759774981418,110.51416455288742,0.0,0.0,0.0,0,0.0793597981549843,1151.0,1216.0,1149.2125,1.0015554129458215,1.0581158837029707,0,0.3888888888888889,-11.421616689546427,241,29,62.4181838130152
Illinois Chicago,MVC,12-20,97.976697616476,298,107.41483849483448,248,0.2577607847531225,285,12,20,4,16,4-16,0.4210778836985275,0.2841278586888038,0.4901999108120285,0.4210778836985275,0.2841278586888038,0.4901999108120285,0.879390251383608,0.9130925615710432,101.45529225585176,104.37763088475324,101.45529225585176,104.37763088475324,95.06678742707308,106.77647787044651,94.00834887845328,113.13477730580358,0.1062380949507793,2,-0.0190192899701787,1304.0,1478.0,1393.4375000000002,0.93581520520296,1.060686252522987,0,0.2,-14.18056227590431,292,213,68.92326998946871
Arkansas St.,SB,13-20,99.25855448200582,279,109.03096120525056,281,0.2535261714721944,286,13,20,4,14,4-14,0.4010354298605499,0.2294582306401406,0.5261349065774867,0.4010354298605499,0.2294582306401406,0.5261349065774867,0.8959974204555603,0.9457333896864532,102.12997913437158,105.09612312907028,102.12997913437158,105.09612312907028,97.88369775026226,108.75640487520364,0.0,0.0,0.0,0,-0.0255478730112643,1128.0,1264.0,1164.5625,0.968604089518596,1.0853861428648095,0,0.2222222222222222,-14.58526626038067,300,231,63.073254753079446
Maine,AE,13-17,97.77111903747716,301,107.40339752902491,247,0.2533982077684372,287,13,17,7,9,7-9,0.3938206635382218,0.4174998631044596,0.3557681649414488,0.3938206635382218,0.4174998631044596,0.3557681649414488,0.8866630532148939,0.8581579980197122,102.05124276799884,105.51922974093604,102.05124276799884,105.51922974093604,96.66212138557434,106.14816665828934,96.307806558099,120.28342521464486,0.0719932445426779,1,0.0292251624016625,1083.0,1116.0,1080.2,1.002592112571746,1.033142010738752,0,0.4375,-11.77733368504395,250,119,65.62503312522566
Lehigh,Pat,16-14,96.72632548276384,318,106.43030026636217,227,0.2498421831548322,288,16,14,11,7,11-7,0.331987596212809,0.3674826437611548,0.3159290038310006,0.331987596212809,0.3674826437611548,0.3159290038310006,0.9130230818617466,0.8698301837706869,100.66271213110755,106.62299993724466,100.66271213110755,106.62299993724466,98.80139496509126,103.90599908380054,111.02623690931564,111.90165640134872,0.4774354444547148,1,0.0709489683439756,1247.0,1217.0,1222.3000000000002,1.0202078049578662,0.99566391229649,0,0.6111111111111112,-9.95786473745418,207,39,69.42010859237075
Bucknell,Pat,12-20,98.70163662449042,287,108.8096008694373,276,0.2457836611544914,289,12,20,5,13,5-13,0.3179294056601555,0.3199883383234332,0.3163775017239704,0.3179294056601555,0.3199883383234332,0.3163775017239704,0.9238570847705232,0.9064673554523328,99.39135997380347,106.47297761590164,99.39135997380347,106.47297761590164,95.64635436748657,107.67253435594996,85.56746931129882,113.08224054525768,0.0389286967186876,1,-0.0804946615377769,1168.0,1258.0,1208.6,0.9664074135363228,1.0408737382094986,0,0.2777777777777778,-16.14938980331035,327,331,66.63530798246457
Valparaiso,MVC,11-21,96.99450779178962,314,107.03631768370964,239,0.2436246290407523,290,11,21,5,15,5-15,0.4352967397166005,0.3662916225127127,0.4761349474385167,0.4352967397166005,0.3662916225127127,0.4761349474385167,0.8771973515988651,0.8922399327296479,103.21873334072096,105.63739939833596,103.21873334072096,105.63739939833596,99.65433983116608,106.69398445469376,104.69874837628232,94.95031044461504,0.7547178427473757,1,-0.0219022500726146,1378.0,1466.0,1384.1875,0.9955298686052289,1.0591050706641982,0,0.25,-14.96908314037927,302,223,67.86977516009142
Coastal Carolina,SB,11-20,103.19286747813508,192,114.00993125350814,345,0.2411496357226677,291,11,20,5,13,5-13,0.4253332954377518,0.3220150226645999,0.5037569841736037,0.4253332954377518,0.3220150226645999,0.5037569841736037,0.8930331745890928,0.9123591402242528,103.49757933629168,104.66325701539871,103.49757933629168,104.66325701539871,103.2117820124325,112.744370167342,71.83001027852883,95.44000115580155,0.0366766981573177,1,-0.0086135444545771,1269.0,1397.0,1253.5,1.0123653769445553,1.114479457518947,0,0.2777777777777778,-14.761983337623766,301,187,67.93755628176805
Cal Poly,BW,8-25,93.22990449657613,346,103.0640168720177,155,0.2398976868532387,292,8,25,1,18,1-18,0.4689274071571191,0.4273951682991616,0.484308069444255,0.4689274071571191,0.4273951682991616,0.484308069444255,0.8735412177129709,0.8634968435211313,103.47532878069718,103.62106325553098,103.47532878069718,103.62106325553098,91.59994906915637,104.25081714401604,0.0,0.0,0.0,0,-0.0882282594247543,1103.0,1267.0,1225.8625,0.8997746484617973,1.0335580050780573,0,0.0526315789473684,-18.504016370149497,349,340,63.86897036103254
Texas Southern,SWAC,14-21,95.35189915774438,332,105.43195115289178,200,0.2394582281675207,293,14,21,7,11,7-11,0.3727988153240666,0.5838697484041282,0.2316461682094354,0.3727988153240666,0.5838697484041282,0.2316461682094354,0.8631623683677602,0.7039598581655593,100.51009426133145,104.65058146446154,100.51009426133145,104.65058146446154,95.8392692172577,107.9650013140398,88.37850882595039,99.36732915316524,0.2062405342308295,4,-0.0350395766687856,1285.0,1307.0,1316.7,0.9759246601351864,0.9926330978962558,0,0.3888888888888889,-13.488902194984526,282,255,69.18609226653041
Boston University,Pat,15-17,96.29019881145231,323,106.47815996015096,229,0.2392867949349917,294,15,17,8,10,8-10,0.3464055668980086,0.3812133238448079,0.3170959673758388,0.3464055668980086,0.3812133238448079,0.3170959673758388,0.904353626953774,0.8611886433353357,100.54654192529192,106.24372506836886,100.54654192529192,106.24372506836886,95.91559237124063,108.53644713607255,96.3221982097012,102.70890607235128,0.3233759251985302,1,0.0500416560141224,1177.0,1214.0,1179.075,0.9982401458770646,1.0296206772257914,0,0.4444444444444444,-12.442346907160976,261,68,65.40177512526127
High Point,BSth,14-17,99.636356965047,271,110.25212442768792,302,0.237888546202126,295,14,17,6,12,6-12,0.3566200509349609,0.3461873081085649,0.3706112143140279,0.3566200509349609,0.3461873081085649,0.3706112143140279,0.9188340246799492,0.904532061396766,102.31075014463468,107.31647874339082,102.31075014463468,107.31647874339082,98.57722229722488,113.39021175334868,0.0,0.0,0.0,0,0.0329589765486373,1257.0,1397.0,1252.4,1.003672947939955,1.1154583200255508,0,0.3333333333333333,-12.929514188593211,270,106,71.39250611143208
Georgia St.,SB,10-21,97.0744964382319,311,107.43025777512906,249,0.2376373453395046,296,10,21,3,15,3-15,0.4372854007798984,0.3202374057123997,0.5143855061615012,0.4372854007798984,0.3202374057123997,0.5143855061615012,0.8876647081256915,0.9148553543255268,103.21161730806584,103.69391433024596,103.21161730806584,103.69391433024596,95.37788229142572,107.11873049912847,106.5187274592143,94.9964232384511,0.7886051593768012,1,-0.0397879596456416,1161.0,1308.0,1227.0749999999998,0.9461524356701916,1.065949514088381,0,0.1666666666666666,-15.65616840100706,314,270,66.83336161536565
Illinois St.,MVC,11-21,98.87909608260682,282,109.4548376521386,289,0.237114834011094,297,11,21,6,14,6-14,0.4106239549632817,0.3185481730801483,0.462013736650084,0.4106239549632817,0.3185481730801483,0.462013736650084,0.8996182611499286,0.9450259387489408,101.97358997517702,105.80749083090808,101.97358997517702,105.80749083090808,99.50080366194354,108.7389192709732,89.89876921832851,106.9754526232895,0.1192003875270721,1,-0.0204397469810989,1337.0,1424.0,1341.8,0.996422715754956,1.061260992696378,0,0.3,-15.953094354584763,322,220,64.91887071647457
Southern Indiana,OVC,16-17,101.05863422344154,239,112.0534012833447,330,0.2336779368767176,298,16,17,9,9,9-9,0.3014602292146067,0.3459745890341973,0.2485235903249752,0.3014602292146067,0.3459745890341973,0.2485235903249752,0.9312849309508716,0.90214338429777,100.90267081825444,108.19120523900877,100.90267081825444,108.19120523900877,103.76729547657324,113.24635274970636,107.90692441555976,107.50510079314748,0.5107242581197772,1,0.0164994424061298,1405.0,1383.0,1288.2249999999997,1.0906479846300143,1.0735702225931032,0,0.5,-12.63268279321296,264,140,69.15784264962673
Cal St. Bakersfield,BW,11-22,94.05117076400144,342,104.3132240262578,181,0.2330926310057222,299,11,22,6,14,6-14,0.4525248937806811,0.4029466901206937,0.4824157742332097,0.4525248937806811,0.4029466901206937,0.4824157742332097,0.8821727607865177,0.8824375994204501,102.67197978300936,103.50551772472213,102.67197978300936,103.50551772472213,96.08581350560264,106.2702866097234,78.88192791051597,109.32764752071748,0.0228974206103883,1,0.0094467922470953,1236.0,1362.0,1298.3375000000003,0.9519866752674092,1.0490338606102032,0,0.3,-15.88794854532144,320,156,62.90598684008516
Tulsa,Amer,5-25,98.52281094563536,289,109.32780091969228,284,0.2320592162759262,300,5,25,1,17,1-17,0.5993709582787395,0.436556358912072,0.691083026824473,0.5993709582787395,0.436556358912072,0.691083026824473,0.7827191630947403,0.8729800747160025,106.04504920267378,101.5808968600244,106.04504920267378,101.5808968600244,99.38447540227348,111.10146440628934,110.29785770377588,127.62928207371309,0.1573112654318229,6,-0.0549219560746782,1137.0,1454.0,1235.1874999999998,0.920508020037444,1.177149218236098,0,0.0555555555555555,-15.778187678791452,316,297,67.97122814992018
Charleston Southern,BSth,10-21,103.716075430932,180,115.208254384971,354,0.2299720240278538,301,10,21,5,13,5-13,0.3873143008577601,0.4196738862591233,0.3714877202407329,0.3873143008577601,0.4196738862591233,0.3714877202407329,0.898074957204116,0.8457954714566309,102.40736516626644,106.03475455238144,102.40736516626644,106.03475455238144,105.44899122502966,116.28791114609102,83.67495873616045,108.84007124067725,0.0463618284335941,1,-0.061572737258671,1276.0,1338.0,1182.1375000000005,1.0794006619365342,1.1318480295227922,0,0.2777777777777778,-16.089561920236168,325,310,65.51572194015338
Southern,SWAC,15-17,94.43361127637657,337,104.9853894063084,195,0.2282661434660438,302,15,17,11,7,11-7,0.3369304903758917,0.5164351280001385,0.2142237414865655,0.3369304903758917,0.5164351280001385,0.2142237414865655,0.8710801801201334,0.7348867633281848,99.7365893513741,105.33341332525116,99.7365893513741,105.33341332525116,95.73051712560547,104.7549678285536,90.66179695549256,98.6482046388385,0.2747060071877844,4,0.0158821490771003,1284.0,1220.0,1290.6249999999998,0.9948668280871672,0.9452784503631962,0,0.6111111111111112,-11.39291507729678,240,141,70.90655332479608
Northeastern,CAA,10-20,97.02586463938944,313,107.87841271452656,261,0.2280574157149297,303,10,20,6,12,6-12,0.4207810090190435,0.4570154051512885,0.401811680430679,0.4207810090190435,0.4570154051512885,0.401811680430679,0.8773645112204405,0.8573693428062019,101.79557298649851,105.4261668202723,101.79557298649851,105.4261668202723,98.14467783487812,110.47824997455072,102.79147778808571,119.75809700697197,0.1471826438745496,2,-0.0226571000070958,1183.0,1307.0,1197.9125,0.9875512610478646,1.0910646645727464,0,0.3333333333333333,-14.387673145777631,296,224,66.82883376712151
Western Illinois,Sum,16-14,100.4243071837096,252,111.81499245346194,328,0.2252070263546143,304,16,14,9,9,9-9,0.3296281183152019,0.2880668301250646,0.3483534831055509,0.3296281183152019,0.2880668301250646,0.3483534831055509,0.9196548350017592,0.9158613172434008,102.59966993565786,108.16603118246688,102.59966993565786,108.16603118246688,100.0290071839454,111.8672921439658,69.49386526067012,98.85759276314585,0.0170722445625067,1,0.0935942774235554,1277.0,1310.0,1209.1,1.0561574725002068,1.0834505003721775,0,0.5,-10.200739526092558,216,20,66.56605385431375
South Dakota,Sum,12-19,101.62986383131226,226,113.3028527032154,341,0.2226379025369224,305,12,19,7,11,7-11,0.3889008930003809,0.451285046103867,0.3486383415005126,0.3889008930003809,0.451285046103867,0.3486383415005126,0.8916710008763851,0.8420361408534993,102.46128793340164,106.37375519423529,102.46128793340164,106.37375519423529,101.39186050359532,112.29682013297152,92.8078623642106,119.82775020723622,0.0502816497891438,2,-0.0037189529300156,1256.0,1328.0,1198.8749999999998,1.0476488374517778,1.1077051402356377,0,0.3888888888888889,-13.875496997831553,286,175,65.8487571921009
Binghamton,AE,13-18,98.12240168045908,295,109.48730540233416,290,0.2209190670503157,306,13,18,8,8,8-8,0.3644156541565489,0.338617152512275,0.3598119771632077,0.3644156541565489,0.338617152512275,0.3598119771632077,0.9009092773578437,0.8952488762296951,102.24283374059084,107.08614237186,102.24283374059084,107.08614237186,98.7153834844624,105.48037324155516,81.8601034657331,103.620198381437,0.0623398781424484,1,0.0130317907684147,1106.0,1119.0,1084.75,1.019589767227472,1.0315740954136898,0,0.5,-13.264501136575586,278,147,65.91928514851756
Chicago St.,ind,11-20,101.3105289738497,232,113.10734485116592,339,0.2198243539736175,307,11,20,2,0,2-0,0.4081872560600005,0.4333422741563052,0.0434394936635822,0.4081872560600005,0.4333422741563052,0.0434394936635822,0.8360266101189174,0.8251109277091213,104.10184742433306,105.79093246706915,104.10184742433306,105.79093246706915,95.8674695290846,100.88083511227704,99.53766951475326,106.89978555633724,0.3056384355070642,3,-0.0337987926068239,137.0,102.0,123.1125,1.1128033302873388,0.8285105086810843,0,1.0,-12.897853216204014,268,250,64.7853556180833
Idaho,BSky,10-22,100.6282289557421,246,112.66806342477392,334,0.2142236634329206,308,10,22,4,14,4-14,0.3851493162417987,0.2984323772341458,0.4464411662653051,0.3851493162417987,0.2984323772341458,0.4464411662653051,0.9166728781290384,0.9402277486160656,103.17905980782297,106.70289857440056,103.17905980782297,106.70289857440056,99.51525256960964,111.73227594042643,0.0,0.0,0.0,0,-0.0396062039146665,1223.0,1359.0,1205.9125,1.014169767707027,1.126947436070196,0,0.2222222222222222,-17.616254695017716,343,269,65.8041889284655
Jackson St.,SWAC,14-19,98.07602077501448,296,109.82691421523646,296,0.2139343246919796,309,14,19,12,6,12-6,0.3956309016420553,0.6574602353559166,0.2083705699314086,0.3956309016420553,0.6574602353559166,0.2083705699314086,0.8537561615577469,0.6900770678122721,99.92395327993604,104.23652764895968,99.92395327993604,104.23652764895968,96.79697566020836,108.78575376717096,93.1637552989138,97.42415291640668,0.3742031130746736,4,0.0581518237075822,1242.0,1218.0,1239.1875,1.0022696323195643,0.9829021031926162,0,0.6666666666666666,-12.249607218168508,258,54,68.04949281471546
Alabama A&M,SWAC,15-18,95.84552266245544,327,107.43180633395704,250,0.2120916812706306,310,15,18,10,8,10-8,0.2935224265103549,0.424815394674894,0.2053286429132846,0.2935224265103549,0.424815394674894,0.2053286429132846,0.9218113616534508,0.855486536662423,98.61110534533223,106.35346245123264,98.61110534533223,106.35346245123264,94.35398022128774,107.1352851468462,84.4207417673733,96.96423552360926,0.1689503869111276,2,-0.0317788736808752,1225.0,1205.0,1248.0749999999998,0.9815115277527392,0.965486849748613,0,0.5555555555555556,-14.118793651659743,291,246,68.32525673475028
Wagner,NEC,15-13,93.00546141787387,347,104.26794249808594,179,0.2117321338085586,311,15,13,8,8,8-8,0.2408556261210699,0.3454236142026403,0.1716326653782165,0.2408556261210699,0.3454236142026403,0.1716326653782165,0.9383889052906332,0.8853348854427326,97.2406369548856,108.56013164050024,97.2406369548856,108.56013164050024,92.10243833974624,104.54697757637908,81.39663519006312,112.36730832610742,0.0239382151063859,1,0.0105529403858188,982.0,959.0,1002.3125,0.9797343642825966,0.9567874290702753,0,0.5,-10.2989340460108,223,154,62.05749150169027
Saint Peter's,MAAC,14-18,96.09570035964992,326,107.79583832338308,258,0.2106043325094005,312,14,18,7,13,7-13,0.3616541729056178,0.3415951718233049,0.3772746166429527,0.3616541729056178,0.3415951718233049,0.3772746166429527,0.9017149314482508,0.8583274245825441,100.84622251875886,105.97792148637416,100.84622251875886,105.97792148637416,94.41542792843912,107.91243207531411,86.52806227744568,111.63903938491556,0.0506795821534376,3,0.0543875135786084,1197.0,1310.0,1252.35,0.955803090190442,1.0460334571006509,0,0.35,-13.248114340490304,277,59,62.97132359862796
Manhattan,MAAC,12-18,96.37918334608965,322,108.65391464719488,270,0.2012353501055975,313,12,18,10,10,10-10,0.3665905449300943,0.3509355550069569,0.378212093885122,0.3665905449300943,0.3509355550069569,0.378212093885122,0.903194344097074,0.8733296808794573,101.11042446317634,105.89148423345505,101.11042446317634,105.89148423345505,98.03083243217267,107.24678751279431,87.1317217360344,101.54317509801824,0.14676213589315,3,0.0332430931425279,1319.0,1365.0,1324.9875000000002,0.99548108944424,1.030198398098095,0,0.5,-13.560812066380995,284,104,66.85377301704204
William & Mary,CAA,13-20,98.97068754381831,281,111.6361316860675,320,0.2002324904107115,314,13,20,7,11,7-11,0.3910655714134033,0.4292203827143201,0.3550083532347756,0.3910655714134033,0.4292203827143201,0.3550083532347756,0.8869368508925437,0.8590128030928084,102.24891663363589,105.93374382097348,102.24891663363589,105.93374382097348,98.9369851475286,112.27829654681072,96.30487444648055,106.17883171737452,0.2455539600703924,3,0.0230777754026718,1193.0,1283.0,1187.75,1.004420122079562,1.0801936434434856,0,0.3888888888888889,-14.374870791351196,295,130,64.95280030653393
Eastern Michigan,MAC,8-23,100.35435012151666,253,113.35991864371874,342,0.1975948044519956,315,8,23,5,13,5-13,0.4509593873786575,0.441064502522253,0.4581056931082826,0.4509593873786575,0.441064502522253,0.4581056931082826,0.8757098923768415,0.8728680239622076,105.28344485209487,106.6731900187811,105.28344485209487,106.6731900187811,98.42943430725836,113.08232184943842,137.344033242513,134.99762172466322,0.54937995956575,2,-0.0279854838424633,1276.0,1455.0,1266.0125,1.007888942644721,1.1492777519969195,0,0.2777777777777778,-17.03964406116136,339,236,69.2178338778376
Texas A&M Commerce,Slnd,13-20,99.968767103189,264,112.97185018182525,337,0.1968293718420655,316,13,20,9,9,9-9,0.3326759806634972,0.4656383566311789,0.238442492914375,0.3326759806634972,0.4656383566311789,0.238442492914375,0.9093450735166316,0.8413872375100588,101.48496207223424,108.4936074853904,101.48496207223424,108.4936074853904,100.31186280182492,113.6084615519974,123.93708596521157,123.5641214099675,0.5086639301060836,1,0.0069232487788115,1321.0,1327.0,1223.825,1.0794026923784037,1.0843053541151717,0,0.5,-15.438299395533452,311,160,65.44640572139004
Elon,CAA,8-24,97.56290573793063,305,110.28943991142955,303,0.1962301941393367,317,8,24,6,12,6-12,0.3809110947425583,0.3845557758275833,0.3883165253104796,0.3809110947425583,0.3845557758275833,0.3883165253104796,0.8962591390472238,0.8753610763764941,101.4884208414002,105.33789487137484,101.4884208414002,105.33789487137484,99.0160475084684,107.44833392800658,98.60652685547984,101.2156187565198,0.4254768881332305,3,-0.1067038693213912,1147.0,1242.0,1168.3,0.9817683814088848,1.0630831122143285,0,0.3333333333333333,-18.973477710895665,352,353,66.04539282085516
Loyola MD,Pat,13-20,98.72657578628208,286,111.66671264837086,321,0.1952278909973165,318,13,20,7,11,7-11,0.3367840796164696,0.3455220213494571,0.3219861559294593,0.3367840796164696,0.3455220213494571,0.3219861559294593,0.9086426372621076,0.8809109877729617,100.73134776658291,106.50798842799472,100.73134776658291,106.50798842799472,99.82533253609174,113.47832636768273,85.74622542839396,108.07829266113984,0.0652633601477448,2,-0.0048246977920142,1207.0,1287.0,1181.275,1.0217773168821822,1.0895007513068506,0,0.3888888888888889,-15.408425202904144,310,179,65.78708277431737
